time,acc_x,acc_y,acc_z,gyro_pitch,gyro_roll,gyro_yaw,input_freq
1738609336.003967,0,-5,2,72,-3101,8781,f
1738609336.008987,3,0,16,85,-142,7606,f
1738609336.014008,7,-2,12,82,-1881,8322,f
1738609336.0190349,1,-1,4,67,-2223,8438,f
1738609336.023493,8,0,4,62,-2802,8619,f
1738609336.02789,2,0,6,61,-1161,8014,f
1738609336.032,5,1,12,123,-437,7693,f
1738609336.036093,2,-1,0,77,-3273,8831,f
1738609336.041116,-1,2,10,75,-358,7683,f
1738609336.04614,3,1,14,75,-969,7938,f
1738609336.0511382,0,-1,-4,27,-3263,8806,f
1738609336.066067,2,1,9,78,-1508,8161,f
1738609336.071266,2,1,9,78,-1508,8161,f
1738609336.078346,0,1,-8,58,-2562,8563,f
1738609336.0829608,2,0,2,83,-2160,8422,f
1738609336.087997,0,0,12,80,190,7494,f
1738609336.09302,2,-1,3,45,-2305,8508,f
1738609336.0980449,-4,1,0,63,-1919,8345,f
1738609336.1030679,1,3,10,81,47,7590,f
1738609336.1075048,-1,0,2,109,-1728,8291,f
1738609336.111947,5,4,14,100,-56,7640,f
1738609336.116956,4,-1,4,75,-2394,8525,f
1738609336.121977,0,0,5,111,-1671,8229,f
1738609336.126991,6,1,18,100,-74,7605,f
1738609336.1315231,1,2,9,96,-1735,8244,f
1738609336.135673,4,1,20,108,-69,7608,f
1738609336.1397529,1,-2,5,76,-2281,8439,f
1738609336.1447701,-3,2,8,79,-1869,8253,f
1738609336.1497788,-2,4,18,117,-29,7528,f
1738609336.1547992,-1,0,9,98,-2154,8409,f
1738609336.1595058,-3,2,18,78,88,7539,f
1738609336.163702,-1,0,6,89,-1920,8302,f
1738609336.167778,-2,1,2,88,-2427,8459,f
1738609336.172637,-2,2,17,65,74,7570,f
1738609336.1776571,-1,0,6,94,-1675,8222,f
1738609336.182667,-6,-1,1,62,-2701,8602,f
1738609336.1875122,0,0,13,71,-1308,8088,f
1738609336.1916149,-2,0,2,84,-2845,8678,f
1738609336.195722,-4,0,16,48,-460,7789,f
1738609336.1997619,-4,-2,16,70,-935,7982,f
1738609336.204781,0,-4,4,106,-2762,8689,f
1738609336.209802,-8,-2,16,50,-1047,8033,f
1738609336.214832,-5,-1,18,59,-638,7889,f
1738609336.219442,-4,-2,9,60,-1799,8308,f
1738609336.223704,-2,0,15,52,-552,7855,f
1738609336.2277539,2,0,11,92,-1579,8201,f
1738609336.231776,0,0,3,85,-2492,8567,f
1738609336.236799,-4,2,10,40,-791,7911,f
1738609336.2418199,-1,3,8,82,-744,7846,f
1738609336.24683,-2,4,-1,139,-2740,8596,f
1738609336.251498,-6,1,10,63,-183,7666,f
1738609336.2556229,-3,2,0,137,-2290,8477,f
1738609336.259713,-4,3,2,76,-1921,8311,f
1738609336.263766,-3,1,9,30,-346,7741,f
1738609336.2678552,0,-2,6,117,-1281,8048,f
1738609336.273462,0,0,1,126,-2194,8408,f
1738609336.27849,-5,0,6,44,-1279,8107,f
1738609336.283508,-1,-1,5,112,-1829,8284,f
1738609336.287728,-2,-1,3,97,-2333,8496,f
1738609336.2917418,-6,0,13,13,-343,7778,f
1738609336.2958,0,1,11,76,-1155,8087,f
1738609336.300809,1,-1,4,129,-2507,8569,f
1738609336.305829,-2,0,9,33,-1364,8197,f
1738609336.310845,1,0,11,52,-726,7914,f
1738609336.315506,1,1,4,109,-2442,8532,f
1738609336.3205152,3,4,10,50,-1125,8060,f
1738609336.325537,2,2,11,48,-429,7769,f
1738609336.330559,6,3,3,145,-2222,8411,f
1738609336.33552,-5,4,12,-10,-700,7893,f
1738609336.340526,0,2,9,107,-958,7894,f
1738609336.345546,0,5,1,172,-1954,8283,f
1738609336.350556,-1,6,2,52,-1991,8372,f
1738609336.355617,-1,4,7,82,-1215,8006,f
1738609336.3599439,-1,5,0,148,-2363,8391,f
1738609336.364971,-3,6,8,25,-1633,8227,f
1738609336.370003,-3,4,11,37,-874,7954,f
1738609336.375029,-2,3,8,129,-1033,7953,f
1738609336.379553,-3,2,4,32,-1565,8261,f
1738609336.3836591,-6,1,11,-20,-509,7869,f
1738609336.3877,-1,1,13,172,-1276,7985,f
1738609336.391755,2,1,7,114,-1931,8301,f
1738609336.3967738,1,-1,7,18,-1867,8388,f
1738609336.40144,-4,-1,15,9,-541,7871,f
1738609336.406462,0,-2,13,113,-1170,7977,f
1738609336.411575,-4,-3,11,-90,-1847,8449,f
1738609336.4156642,-5,-3,13,14,-1051,8089,f
1738609336.419754,-4,-4,15,161,-686,7760,f
1738609336.42381,0,0,9,169,-2001,8311,f
1738609336.4278731,0,0,7,19,-1782,8393,f
1738609336.431978,-1,-2,8,-36,-1140,8215,f
1738609336.436116,4,0,9,165,-624,7740,f
1738609336.4411361,7,2,6,154,-1472,8111,f
1738609336.446162,10,3,2,91,-2241,8499,f
1738609336.451176,4,2,2,-41,-1424,8276,f
1738609336.455937,5,3,9,228,-945,7797,f
1738609336.45998,3,4,7,134,-2103,8327,f
1738609336.464998,-3,3,6,39,-1686,8305,f
1738609336.470009,-5,1,9,-14,-1120,8120,f
1738609336.475033,-2,1,15,169,-726,7726,f
1738609336.4792829,-1,3,12,153,-1439,8105,f
1738609336.483619,-2,0,10,-56,-1619,8357,f
1738609336.487851,-2,0,14,85,-1128,8017,f
1738609336.4919062,-2,1,15,183,-841,7748,f
1738609336.49595,0,2,12,173,-1824,8206,f
1738609336.500106,-3,1,8,46,-1765,8278,f
1738609336.5051289,-8,-2,8,-70,-1645,8366,f
1738609336.51015,-7,-3,12,112,-774,7801,f
1738609336.514579,-6,3,10,118,-1212,7954,f
1738609336.540684,-3,3,9,63,-853,7825,f
1738609336.545713,-3,3,9,63,-853,7825,f
1738609336.550713,-5,4,9,83,-1210,8059,f
1738609336.554989,-4,4,9,184,-800,7738,f
1738609336.559541,-7,0,6,83,-1643,8278,f
1738609336.5638661,-7,-1,3,-28,-1902,8491,f
1738609336.56894,-8,-1,8,32,-1132,8056,f
1738609336.573964,-3,-1,7,96,-1212,7997,f
1738609336.578974,-2,0,7,190,-1037,7866,f
1738609336.583481,0,0,6,38,-1615,8279,f
1738609336.588502,0,1,5,-7,-1673,8363,f
1738609336.593523,1,0,8,97,-979,7931,f
1738609336.5985448,2,1,8,121,-1208,8027,f
1738609336.602894,2,1,9,205,-1133,7989,f
1738609336.6075149,0,2,5,64,-1585,8292,f
1738609336.611722,0,1,4,-15,-1636,8322,f
1738609336.6157608,0,4,11,94,-1006,7876,f
1738609336.6198,3,4,7,107,-1258,8051,f
1738609336.623849,6,5,6,173,-1136,7972,f
1738609336.6288698,8,6,1,68,-1758,8338,f
1738609336.633941,5,7,3,70,-1569,8199,f
1738609336.6389499,3,8,-1,-22,-1720,8345,f
1738609336.643507,2,6,2,84,-1285,7998,f
1738609336.647625,2,8,2,149,-984,7832,f
1738609336.651673,2,5,4,108,-1501,8167,f
1738609336.655762,-2,2,5,41,-1527,8157,f
1738609336.660782,-2,3,4,16,-1857,8407,f
1738609336.665796,-3,3,6,41,-1493,8207,f
1738609336.670114,-4,3,6,95,-1357,8098,f
1738609336.675126,-6,0,11,159,-999,7890,f
1738609336.6796858,-5,-2,10,82,-1403,8183,f
1738609336.6838028,0,0,9,82,-1687,8386,f
1738609336.688823,-2,-4,10,55,-1827,8410,f
1738609336.693844,-1,-4,11,96,-1470,8214,f
1738609336.698675,1,-4,12,62,-1382,8130,f
1738609336.7037241,6,-3,15,115,-1352,8127,f
1738609336.708744,6,-1,13,165,-1199,8020,f
1738609336.7137642,6,0,9,129,-1607,8249,f
1738609336.718789,4,1,8,75,-1476,8168,f
1738609336.723522,3,4,9,46,-1564,8175,f
1738609336.727757,1,7,9,74,-1384,8090,f
1738609336.7317991,2,8,11,110,-1157,7890,f
1738609336.735879,1,8,9,132,-1066,7847,f
1738609336.740899,0,6,3,82,-1391,8056,f
1738609336.745922,-2,6,4,106,-1337,8103,f
1738609336.750941,-3,7,2,40,-1644,8283,f
1738609336.755519,-7,3,6,86,-1396,8103,f
1738609336.7595851,-9,2,6,62,-1513,8160,f
1738609336.763785,-5,0,9,107,-1238,8038,f
1738609336.7688022,-5,-1,8,100,-1374,8159,f
1738609336.773824,-2,-3,12,126,-1114,7980,f
1738609336.778847,-2,-3,10,154,-1229,8067,f
1738609336.783087,0,-5,11,87,-1389,8170,f
1738609336.787622,1,-6,8,52,-1656,8317,f
1738609336.791722,2,-4,13,90,-1393,8152,f
1738609336.795825,-2,-5,5,39,-1643,8302,f
1738609336.800305,1,-2,4,75,-1522,8184,f
1738609336.805328,5,0,3,71,-1409,8195,f
1738609336.8103511,3,3,2,83,-1285,8088,f
1738609336.8153758,8,4,2,73,-1465,8186,f
1738609336.819787,14,8,1,135,-1200,8013,f
1738609336.823874,9,10,0,74,-1326,8130,f
1738609336.828884,9,7,0,70,-1388,8116,f
1738609336.833903,6,6,0,101,-1489,8156,f
1738609336.838916,5,6,0,59,-1559,8215,f
1738609336.843958,0,3,3,43,-1572,8235,f
1738609336.84898,0,2,7,42,-1508,8213,f
1738609336.854004,1,1,6,115,-1375,8135,f
1738609336.8590238,3,0,10,105,-1432,8126,f
1738609336.86365,1,-2,8,99,-1422,8163,f
1738609336.8686678,3,-4,10,104,-1265,8033,f
1738609336.8736901,2,-3,11,136,-1223,8028,f
1738609336.877849,3,-3,10,87,-1481,8184,f
1738609336.8823638,0,-2,13,138,-1272,8063,f
1738609336.887409,1,-1,14,78,-1423,8156,f
1738609336.8916,2,0,14,109,-1371,8135,f
1738609336.895759,3,0,14,120,-1478,8219,f
1738609336.899773,7,1,16,85,-1368,8126,f
1738609336.903866,6,3,13,74,-1503,8238,f
1738609336.907882,6,5,12,65,-1564,8261,f
1738609336.9121192,5,5,10,97,-1329,8078,f
1738609336.917134,4,4,6,52,-1545,8205,f
1738609336.922158,2,7,5,66,-1500,8150,f
1738609336.927217,2,5,5,93,-1336,8062,f
1738609336.931425,-5,5,4,42,-1477,8139,f
1738609336.9357991,-1,4,2,63,-1374,8119,f
1738609336.939865,-2,2,2,54,-1490,8211,f
1738609336.94397,-3,-1,4,75,-1403,8120,f
1738609336.948204,2,-2,6,63,-1424,8183,f
1738609336.953229,4,-4,4,86,-1413,8150,f
1738609336.958252,5,-3,7,87,-1361,8098,f
1738609336.9626272,1,-6,5,92,-1464,8148,f
1738609336.967438,0,-5,6,84,-1381,8126,f
1738609336.971607,1,0,7,113,-1487,8188,f
1738609336.986179,2,-2,8,116,-1384,8097,f
1738609336.994428,-2,1,7,77,-1472,8218,f
1738609337.002444,-2,1,7,77,-1472,8218,f
1738609337.00773,7,4,5,72,-1487,8219,f
1738609337.012746,7,4,5,72,-1487,8219,f
1738609337.017756,6,3,4,79,-1365,8066,f
1738609337.022537,3,6,3,74,-1496,8199,f
1738609337.027575,3,5,8,86,-1374,8091,f
1738609337.031716,1,3,4,57,-1460,8157,f
1738609337.035775,0,1,4,69,-1385,8076,f
1738609337.0407941,1,1,5,80,-1376,8072,f
1738609337.045815,1,1,7,73,-1438,8158,f
1738609337.050292,1,1,10,85,-1451,8094,f
1738609337.055339,0,-3,8,86,-1376,8109,f
1738609337.059608,0,0,8,94,-1449,8126,f
1738609337.063673,-1,-2,6,94,-1453,8158,f
1738609337.067969,0,0,6,82,-1322,8067,f
1738609337.072991,-2,0,3,92,-1443,8170,f
1738609337.0780108,-3,0,3,99,-1424,8154,f
1738609337.0824032,-2,2,4,84,-1255,8061,f
1738609337.087442,-1,2,0,69,-1423,8189,f
1738609337.091563,0,4,2,102,-1332,8084,f
1738609337.0956511,1,6,1,67,-1416,8173,f
1738609337.0997472,4,6,1,87,-1405,8176,f
1738609337.104769,5,6,0,103,-1391,8112,f
1738609337.109792,4,5,3,91,-1384,8177,f
1738609337.114815,4,7,2,88,-1408,8133,f
1738609337.118891,0,3,3,63,-1526,8180,f
1738609337.123633,-1,2,7,99,-1400,8159,f
1738609337.127688,-2,2,6,76,-1502,8256,f
1738609337.132698,0,1,8,83,-1400,8150,f
1738609337.137718,1,-3,9,87,-1413,8147,f
1738609337.14256,2,-1,12,101,-1363,8182,f
1738609337.147541,2,-2,11,127,-1397,8156,f
1738609337.151711,4,-1,9,108,-1242,8052,f
1738609337.155763,5,0,6,93,-1404,8117,f
1738609337.159808,1,0,5,93,-1407,8123,f
1738609337.163894,0,3,9,92,-1361,8085,f
1738609337.168907,0,1,7,86,-1397,8137,f
1738609337.173928,0,2,5,72,-1450,8148,f
1738609337.1789382,2,2,3,69,-1557,8228,f
1738609337.183676,0,3,3,87,-1445,8158,f
1738609337.18769,1,1,5,75,-1427,8212,f
1738609337.191778,2,2,3,83,-1358,8131,f
1738609337.196799,0,2,4,99,-1375,8123,f
1738609337.201823,-1,2,8,72,-1250,8046,f
1738609337.206845,0,1,6,79,-1386,8093,f
1738609337.211508,0,0,5,59,-1469,8098,f
1738609337.21564,2,-2,8,72,-1462,8132,f
1738609337.219858,1,0,8,79,-1442,8168,f
1738609337.2239559,2,0,8,79,-1520,8228,f
1738609337.228978,1,-1,9,63,-1421,8143,f
1738609337.233991,1,0,11,107,-1406,8126,f
1738609337.2390022,1,0,10,67,-1262,8058,f
1738609337.244125,0,-1,10,93,-1364,8091,f
1738609337.249135,1,0,7,102,-1495,8125,f
1738609337.2541592,1,-1,11,87,-1414,8181,f
1738609337.259178,2,-1,12,83,-1466,8170,f
1738609337.264189,0,0,8,111,-1364,8122,f
1738609337.2691991,0,0,8,80,-1370,8122,f
1738609337.274219,0,0,6,101,-1258,8028,f
1738609337.279243,0,1,4,96,-1404,8108,f
1738609337.283584,-1,4,0,87,-1553,8260,f
1738609337.288597,0,4,0,71,-1413,8202,f
1738609337.293619,0,1,2,80,-1373,8194,f
1738609337.298646,1,0,3,62,-1282,8105,f
1738609337.3035672,2,3,5,82,-1349,8124,f
1738609337.3079839,3,1,5,74,-1487,8143,f
1738609337.312084,4,2,4,51,-1471,8215,f
1738609337.316689,4,1,4,77,-1440,8171,f
1738609337.321712,5,4,7,82,-1356,8140,f
1738609337.326734,2,1,4,66,-1371,8105,f
1738609337.331562,3,2,4,104,-1470,8141,f
1738609337.335954,4,3,3,95,-1464,8179,f
1738609337.340975,3,2,3,96,-1443,8205,f
1738609337.3459961,4,1,4,90,-1329,8198,f
1738609337.351016,1,3,5,97,-1347,8126,f
1738609337.355646,0,1,5,83,-1463,8137,f
1738609337.3597598,0,1,6,87,-1438,8190,f
1738609337.36384,0,1,5,85,-1427,8198,f
1738609337.368851,0,2,5,86,-1289,8139,f
1738609337.373874,2,4,5,82,-1362,8089,f
1738609337.378904,1,2,9,85,-1391,8084,f
1738609337.383669,3,2,12,72,-1428,8204,f
1738609337.387778,5,1,11,101,-1371,8130,f
1738609337.391859,4,1,12,88,-1291,8051,f
1738609337.395921,3,1,11,76,-1439,8106,f
1738609337.40094,3,0,12,85,-1475,8161,f
1738609337.405961,2,0,11,85,-1472,8227,f
1738609337.410984,6,0,10,70,-1367,8125,f
1738609337.4155378,4,1,8,68,-1460,8076,f
1738609337.419696,1,1,7,68,-1486,8148,f
1738609337.423753,-1,1,5,69,-1454,8157,f
1738609337.427822,0,1,6,74,-1288,8097,f
1738609337.432035,0,0,8,111,-1368,8054,f
1738609337.454047,0,-1,7,89,-1411,8154,f
1738609337.458836,0,-1,7,89,-1411,8154,f
1738609337.464534,0,1,10,89,-1265,8140,f
1738609337.469446,0,2,5,114,-1402,8161,f
1738609337.47447,2,3,7,110,-1457,8179,f
1738609337.479549,5,4,9,98,-1301,8160,f
1738609337.484558,6,5,7,67,-1364,8102,f
1738609337.48958,5,4,4,80,-1529,8185,f
1738609337.494304,4,7,4,86,-1388,8208,f
1738609337.4990258,1,7,8,72,-1346,8173,f
1738609337.503649,2,6,6,79,-1497,8172,f
1738609337.507679,0,5,4,80,-1429,8202,f
1738609337.511698,-2,2,6,70,-1284,8107,f
1738609337.5167181,0,2,10,67,-1450,8090,f
1738609337.52174,0,2,9,53,-1484,8180,f
1738609337.526761,0,1,6,45,-1350,8190,f
1738609337.531638,2,-2,10,76,-1442,8095,f
1738609337.536648,3,-4,10,61,-1442,8200,f
1738609337.541667,3,-1,14,61,-1307,8142,f
1738609337.5466921,3,-2,8,133,-1350,8117,f
1738609337.551732,5,0,5,90,-1362,8203,f
1738609337.555788,3,2,8,125,-1363,8136,f
1738609337.559811,3,3,8,126,-1491,8125,f
1738609337.5638242,3,3,5,74,-1413,8212,f
1738609337.568832,6,3,6,84,-1326,8181,f
1738609337.573857,7,3,7,130,-1424,8113,f
1738609337.578391,8,3,4,107,-1463,8160,f
1738609337.583513,3,5,4,69,-1339,8081,f
1738609337.587571,1,2,3,74,-1523,8103,f
1738609337.5925791,0,5,4,89,-1381,8157,f
1738609337.597596,-1,5,11,92,-1311,8091,f
1738609337.602619,-1,0,10,78,-1467,8096,f
1738609337.607648,-1,1,11,66,-1314,8118,f
1738609337.611742,0,0,11,83,-1450,8115,f
1738609337.616025,1,0,11,80,-1423,8190,f
1738609337.6210449,4,0,13,87,-1344,8142,f
1738609337.626069,0,1,11,57,-1463,8111,f
1738609337.631092,1,0,11,75,-1450,8153,f
1738609337.6354592,-1,0,9,82,-1453,8117,f
1738609337.639617,-1,0,9,111,-1438,8211,f
1738609337.643709,0,0,7,59,-1379,8152,f
1738609337.64774,1,1,6,70,-1474,8146,f
1738609337.651764,1,0,4,77,-1400,8186,f
1738609337.655817,4,2,1,78,-1362,8132,f
1738609337.6600142,2,3,4,89,-1452,8140,f
1738609337.664105,4,1,3,71,-1383,8164,f
1738609337.6691148,1,0,5,83,-1359,8128,f
1738609337.674137,2,0,8,110,-1452,8131,f
1738609337.67916,1,1,6,73,-1359,8151,f
1738609337.6835551,2,1,11,87,-1432,8195,f
1738609337.688565,2,0,12,62,-1355,8142,f
1738609337.693585,5,0,9,100,-1433,8174,f
1738609337.698606,5,3,8,97,-1395,8151,f
1738609337.703459,7,4,5,90,-1445,8158,f
1738609337.707572,5,3,6,96,-1369,8168,f
1738609337.711883,2,0,5,77,-1423,8140,f
1738609337.7159302,5,3,2,69,-1448,8155,f
1738609337.719984,4,5,2,84,-1350,8160,f
1738609337.725006,4,5,8,88,-1446,8142,f
1738609337.730028,5,4,4,96,-1396,8192,f
1738609337.734792,4,5,5,95,-1398,8124,f
1738609337.739498,5,5,4,78,-1378,8122,f
1738609337.743746,5,4,4,100,-1471,8114,f
1738609337.747819,5,1,8,64,-1346,8095,f
1738609337.7518709,1,2,6,91,-1375,8100,f
1738609337.7559838,1,0,9,88,-1433,8121,f
1738609337.761004,2,-1,11,53,-1370,8110,f
1738609337.765277,0,-1,11,102,-1453,8117,f
1738609337.770292,0,0,11,103,-1335,8126,f
1738609337.775388,0,0,7,97,-1420,8162,f
1738609337.7795992,0,-1,8,91,-1422,8091,f
1738609337.7837892,0,-1,11,125,-1392,8106,f
1738609337.788804,1,0,11,101,-1320,8102,f
1738609337.793825,-3,2,8,110,-1457,8139,f
1738609337.798848,-3,0,6,92,-1396,8112,f
1738609337.803898,-5,1,7,88,-1343,8131,f
1738609337.8089201,-5,1,3,75,-1438,8142,f
1738609337.813942,-3,3,4,89,-1402,8160,f
1738609337.818958,-2,2,6,58,-1421,8185,f
1738609337.823363,1,0,9,40,-1363,8190,f
1738609337.8276129,2,0,7,74,-1401,8171,f
1738609337.832027,2,-3,7,76,-1368,8140,f
1738609337.837039,1,-2,11,94,-1432,8164,f
1738609337.842052,0,-3,10,87,-1380,8145,f
1738609337.847062,1,-4,9,74,-1442,8158,f
1738609337.851763,0,-5,10,128,-1434,8179,f
1738609337.8567839,0,-8,13,104,-1373,8168,f
1738609337.8618062,2,-6,12,92,-1407,8173,f
1738609337.866538,2,-6,9,91,-1378,8175,f
1738609337.871423,5,-4,10,90,-1380,8150,f
1738609337.875575,2,-5,12,99,-1391,8129,f
1738609337.8796768,3,-2,12,95,-1376,8127,f
1738609337.883722,1,-1,11,105,-1425,8127,f
1738609337.8887308,0,-1,9,100,-1364,8103,f
1738609337.8937511,0,3,7,76,-1439,8097,f
1738609337.898776,0,1,9,90,-1407,8108,f
1738609337.903431,0,5,3,73,-1388,8100,f
1738609337.912983,0,5,3,73,-1388,8100,f
1738609337.926028,0,5,3,73,-1388,8100,f
1738609337.9308171,-1,0,6,70,-1416,8100,f
1738609337.935431,-5,-2,3,73,-1383,8134,f
1738609337.9395761,-5,-5,2,63,-1377,8130,f
1738609337.943611,-6,-6,1,71,-1359,8143,f
1738609337.947618,-5,-7,3,86,-1366,8149,f
1738609337.951694,1,-10,2,123,-1424,8225,f
1738609337.956716,5,-10,0,122,-1379,8167,f
1738609337.96174,5,-5,3,87,-1406,8161,f
1738609337.966145,0,-4,5,97,-1385,8132,f
1738609337.971182,1,-1,5,96,-1361,8177,f
1738609337.975492,3,0,3,65,-1381,8215,f
1738609337.979796,1,0,2,95,-1416,8142,f
1738609337.98466,0,0,5,96,-1396,8150,f
1738609337.989682,2,2,4,101,-1407,8160,f
1738609337.9947038,4,4,5,95,-1416,8142,f
1738609337.999716,3,8,7,105,-1435,8132,f
1738609338.003774,2,6,8,86,-1424,8138,f
1738609338.008783,2,4,11,108,-1405,8121,f
1738609338.013804,1,3,6,57,-1423,8102,f
1738609338.018821,-1,4,8,68,-1389,8131,f
1738609338.022971,0,3,7,84,-1391,8114,f
1738609338.028012,0,1,7,100,-1400,8132,f
1738609338.0330229,1,0,5,81,-1414,8130,f
1738609338.038045,1,-2,6,93,-1359,8116,f
1738609338.0430698,0,-2,6,61,-1374,8155,f
1738609338.0475142,2,0,1,83,-1353,8114,f
1738609338.051564,1,0,5,79,-1389,8127,f
1738609338.056584,0,-1,3,68,-1402,8145,f
1738609338.0616121,-4,-2,4,63,-1407,8122,f
1738609338.066622,-3,0,5,81,-1411,8148,f
1738609338.0709949,-2,0,5,78,-1403,8163,f
1738609338.075501,-1,2,6,82,-1441,8164,f
1738609338.079554,0,0,4,98,-1403,8140,f
1738609338.0836182,1,1,3,94,-1418,8159,f
1738609338.087787,3,0,5,84,-1410,8107,f
1738609338.092809,4,3,6,91,-1396,8134,f
1738609338.097831,4,1,4,81,-1431,8153,f
1738609338.102856,3,0,1,107,-1390,8139,f
1738609338.1079319,3,4,4,93,-1396,8142,f
1738609338.1119528,2,3,3,116,-1400,8111,f
1738609338.1169631,0,5,2,94,-1392,8122,f
1738609338.1219819,-2,4,5,98,-1378,8141,f
1738609338.127003,-1,5,3,72,-1383,8117,f
1738609338.131768,-3,8,0,55,-1395,8171,f
1738609338.135792,-2,3,2,59,-1368,8180,f
1738609338.14081,0,4,4,99,-1349,8140,f
1738609338.1458318,0,2,6,102,-1384,8158,f
1738609338.150849,0,3,6,86,-1406,8161,f
1738609338.155585,0,0,6,100,-1373,8159,f
1738609338.159671,0,-2,6,93,-1403,8152,f
1738609338.163766,-2,0,7,81,-1414,8153,f
1738609338.1677802,-1,0,7,67,-1372,8152,f
1738609338.171832,-1,-3,9,59,-1420,8177,f
1738609338.175971,-1,0,8,95,-1407,8180,f
1738609338.17999,1,-3,6,87,-1358,8152,f
1738609338.184652,2,-1,8,77,-1395,8185,f
1738609338.189674,1,0,4,96,-1384,8143,f
1738609338.194698,3,0,4,49,-1391,8144,f
1738609338.199517,6,1,3,103,-1409,8142,f
1738609338.2038121,7,1,0,64,-1452,8168,f
1738609338.2088268,9,7,0,96,-1356,8121,f
1738609338.213845,9,3,0,100,-1395,8123,f
1738609338.218869,5,4,2,94,-1384,8144,f
1738609338.223792,4,4,2,88,-1377,8142,f
1738609338.2278678,1,5,6,110,-1333,8123,f
1738609338.232897,1,4,5,88,-1443,8150,f
1738609338.237922,1,2,7,76,-1387,8142,f
1738609338.242944,0,2,11,82,-1389,8147,f
1738609338.247543,-1,0,13,79,-1393,8150,f
1738609338.251992,1,0,11,72,-1450,8153,f
1738609338.257013,2,0,10,66,-1417,8114,f
1738609338.262036,4,0,12,74,-1373,8140,f
1738609338.267048,3,0,10,103,-1364,8141,f
1738609338.2715552,3,-4,9,106,-1400,8133,f
1738609338.27565,4,0,10,71,-1405,8141,f
1738609338.279794,1,-1,6,81,-1345,8113,f
1738609338.283851,1,0,8,43,-1389,8114,f
1738609338.288459,0,0,4,93,-1414,8109,f
1738609338.2934809,2,1,4,70,-1454,8131,f
1738609338.298503,0,2,2,80,-1414,8107,f
1738609338.303587,2,4,0,76,-1393,8116,f
1738609338.3076181,2,5,1,92,-1393,8099,f
1738609338.311815,1,4,-1,70,-1417,8133,f
1738609338.316826,1,5,-4,78,-1415,8125,f
1738609338.321847,-3,2,0,70,-1391,8108,f
1738609338.32687,0,6,0,63,-1385,8115,f
1738609338.331445,-4,2,3,100,-1394,8179,f
1738609338.3359308,-1,3,5,99,-1432,8177,f
1738609338.340954,-2,2,6,82,-1414,8171,f
1738609338.345977,-1,0,9,116,-1376,8171,f
1738609338.350999,0,0,7,119,-1397,8158,f
1738609338.3559291,0,0,8,72,-1377,8176,f
1738609338.36095,2,-1,8,95,-1361,8153,f
1738609338.365966,5,-1,5,108,-1424,8210,f
1738609338.370681,6,0,8,114,-1364,8196,f
1738609338.375457,5,1,6,84,-1396,8135,f
1738609338.380042,3,0,5,94,-1409,8182,f
1738609338.3850582,5,-1,1,64,-1397,8172,f
1738609338.39008,3,1,4,77,-1368,8165,f
1738609338.395093,5,0,5,89,-1392,8125,f
1738609338.3993962,1,3,5,64,-1435,8138,f
1738609338.406403,2,5,5,79,-1396,8135,f
1738609338.4135418,0,5,8,69,-1437,8143,f
1738609338.418566,0,5,8,69,-1437,8143,f
1738609338.424958,-2,4,11,101,-1391,8111,f
1738609338.4307451,1,1,13,102,-1351,8135,f
1738609338.435731,-4,-1,12,90,-1339,8125,f
1738609338.440752,-4,-2,12,91,-1438,8165,f
1738609338.445776,-3,-3,13,65,-1385,8182,f
1738609338.450788,-4,-2,11,77,-1439,8193,f
1738609338.455638,-1,-2,9,76,-1454,8187,f
1738609338.459695,1,0,9,78,-1425,8148,f
1738609338.463729,2,0,6,100,-1475,8197,f
1738609338.468736,1,0,6,114,-1352,8150,f
1738609338.473759,0,1,7,95,-1411,8149,f
1738609338.478781,0,0,8,77,-1408,8111,f
1738609338.483451,0,0,7,110,-1421,8098,f
1738609338.487741,-2,2,12,113,-1382,8067,f
1738609338.491758,-4,4,13,102,-1381,8089,f
1738609338.496779,-5,5,12,87,-1401,8076,f
1738609338.501804,-6,3,10,65,-1359,8098,f
1738609338.506536,-7,3,11,49,-1409,8136,f
1738609338.511592,-5,3,13,65,-1393,8117,f
1738609338.5156322,-7,3,11,58,-1399,8100,f
1738609338.5196521,-5,3,8,80,-1385,8144,f
1738609338.5237,-4,1,9,66,-1399,8158,f
1738609338.527751,-4,0,7,94,-1382,8177,f
1738609338.532587,-5,0,5,91,-1428,8195,f
1738609338.537608,-5,-2,9,79,-1413,8200,f
1738609338.542623,-4,0,6,71,-1353,8187,f
1738609338.547574,-2,-1,4,102,-1417,8222,f
1738609338.55167,-1,-1,6,87,-1337,8174,f
1738609338.5557299,0,-2,4,67,-1357,8198,f
1738609338.5597792,3,0,4,72,-1362,8226,f
1738609338.564806,2,-2,5,98,-1358,8186,f
1738609338.56983,4,0,6,95,-1357,8220,f
1738609338.57485,5,-1,3,60,-1350,8183,f
1738609338.579437,6,1,4,98,-1359,8168,f
1738609338.584448,8,1,6,94,-1363,8151,f
1738609338.589468,8,2,4,86,-1424,8171,f
1738609338.594493,6,3,6,70,-1383,8156,f
1738609338.599522,6,4,8,92,-1373,8127,f
1738609338.603622,6,3,8,69,-1382,8136,f
1738609338.608634,5,3,6,91,-1369,8111,f
1738609338.613653,4,5,9,82,-1368,8095,f
1738609338.617753,3,3,8,91,-1396,8113,f
1738609338.622776,1,3,10,102,-1428,8111,f
