time,acc_x,acc_y,acc_z,gyro_pitch,gyro_roll,gyro_yaw,input_freq
1738609361.794434,36,69,-37,-246,-2459,8495,f
1738609361.799485,52,69,-41,-64,-1918,8152,f
1738609361.803565,44,50,-40,-21,-2185,8161,f
1738609361.808584,32,36,-31,-64,-2032,8171,f
1738609361.8136058,31,19,-27,-99,-1788,8068,f
1738609361.818617,31,0,-21,-149,-2124,8088,f
1738609361.8236248,34,-2,-5,-266,-2464,8340,f
1738609361.8277729,45,7,-6,-229,-2258,8186,f
1738609361.8328419,52,9,-14,-166,-2557,8155,f
1738609361.837885,49,20,-18,-150,-2793,8185,f
1738609361.8422022,49,28,-27,-142,-2338,8103,f
1738609361.847213,54,31,-35,-54,-1914,7822,f
1738609361.851431,28,8,-52,48,-2207,7864,f
1738609361.855493,23,-1,-53,21,-1904,7816,f
1738609361.8595479,24,-13,-52,23,-1922,7761,f
1738609361.8645592,24,-22,-49,-58,-2498,7953,f
1738609361.8695838,25,-18,-38,-77,-2610,8073,f
1738609361.87461,39,-7,-29,-78,-2289,7977,f
1738609361.8786619,49,-2,-26,-101,-2460,7873,f
1738609361.8833542,49,10,-21,-3,-2561,7999,f
1738609361.8883672,56,15,-20,33,-1959,7794,f
1738609361.893388,53,6,-21,91,-2028,7675,f
1738609361.898408,37,-6,-15,84,-2247,7746,f
1738609361.9033148,29,-21,-5,-32,-1957,7734,f
1738609361.908323,24,-32,3,-127,-2490,7847,f
1738609361.913341,17,-27,16,-210,-2724,8047,f
1738609361.9183512,24,-14,22,-239,-2424,7994,f
1738609361.9232929,24,11,23,-163,-2824,7990,f
1738609361.928303,17,26,21,-123,-2647,7997,f
1738609361.933314,18,36,19,-100,-2067,7810,f
1738609361.9383209,12,34,13,-106,-2050,7751,f
1738609361.943328,-5,21,9,-104,-2026,7906,f
1738609361.9483368,0,5,5,-87,-1930,7942,f
1738609361.952561,9,-9,7,-165,-2392,8077,f
1738609361.9575858,18,-9,10,-218,-2608,8209,f
1738609361.9625988,28,-1,8,-228,-2332,8105,f
1738609361.967412,20,3,0,-130,-2741,8047,f
1738609361.971456,14,11,-5,-130,-2482,8043,f
1738609361.975544,15,15,-13,-161,-1944,7821,f
1738609361.9795752,5,8,-22,13,-2046,7834,f
1738609361.983779,-2,-9,-21,96,-2190,7994,f
1738609361.987861,0,-20,-23,76,-1896,7962,f
1738609361.992882,8,-33,-19,2,-1972,7945,f
1738609361.9979038,14,-36,-13,-110,-2595,8113,f
1738609362.0030348,19,-30,-5,-141,-2598,8147,f
1738609362.007505,31,-8,-4,-111,-2627,7980,f
1738609362.011582,26,0,-8,-114,-2750,8020,f
1738609362.016596,20,12,-9,-105,-2228,7860,f
1738609362.021622,11,15,-12,-120,-1903,7662,f
1738609362.026645,-2,11,-14,-84,-2185,7678,f
1738609362.031253,-18,1,-11,-41,-1927,7823,f
1738609362.035511,-15,-5,-8,-177,-2291,7932,f
1738609362.040222,-11,0,-1,-233,-2715,8082,f
1738609362.0452428,-5,15,4,-222,-2429,8068,f
1738609362.0502558,2,23,5,-160,-2419,7996,f
1738609362.055268,-8,32,0,-70,-2469,8027,f
1738609362.05949,-7,32,-3,-41,-1868,7827,f
1738609362.0635462,-15,21,-3,-32,-1986,7822,f
1738609362.06757,-23,1,-3,37,-2166,7964,f
1738609362.072591,-19,-7,0,11,-1957,8025,f
1738609362.077612,-6,-21,2,-53,-2161,8086,f
1738609362.082458,3,-30,6,-167,-2707,8236,f
1738609362.0875368,30,-10,11,-106,-2388,8078,f
1738609362.091593,33,-4,6,-37,-2735,8055,f
1738609362.095659,25,1,5,-24,-2716,8039,f
1738609362.099769,20,9,1,-49,-2032,7759,f
1738609362.104782,12,2,-3,-66,-1952,7660,f
1738609362.109801,-6,-8,-3,-41,-2193,7773,f
1738609362.114829,-10,-18,-2,-29,-2025,7808,f
1738609362.1192691,-8,-30,2,-273,-2679,7986,f
1738609362.123431,-4,-16,9,-278,-2609,8013,f
1738609362.12753,2,3,11,-211,-2393,7897,f
1738609362.131567,-1,14,7,-124,-2702,7930,f
1738609362.1356769,-11,22,5,-70,-2664,7960,f
1738609362.139723,-16,28,0,-73,-1998,7775,f
1738609362.144734,-26,23,-7,-71,-1885,7641,f
1738609362.149745,-37,9,-6,-34,-2138,7779,f
1738609362.154759,-38,-5,-6,-2,-1987,7845,f
1738609362.159433,-27,-20,-7,-202,-2706,8094,f
1738609362.163527,-22,-8,-1,-202,-2604,8071,f
1738609362.167784,-15,2,1,-155,-2452,8001,f
1738609362.1800241,-16,10,0,-57,-2750,8046,f
1738609362.185996,-16,10,0,-57,-2750,8046,f
1738609362.192597,-16,10,0,-57,-2750,8046,f
1738609362.197705,-18,16,1,-9,-2620,8069,f
1738609362.202442,-20,17,2,-17,-1910,7860,f
1738609362.207223,-30,-2,7,-13,-2085,7960,f
1738609362.211322,-26,-13,8,-24,-1943,8030,f
1738609362.215337,-9,-23,14,-112,-2220,8137,f
1738609362.219376,3,-22,22,-254,-2698,8304,f
1738609362.223434,13,-7,30,-234,-2498,8207,f
1738609362.227498,24,8,26,-143,-2464,8113,f
1738609362.232516,22,17,21,-77,-2792,8118,f
1738609362.237537,17,24,19,-23,-2418,8011,f
1738609362.24205,10,24,13,-49,-1814,7774,f
1738609362.24706,-1,13,10,-31,-1968,7735,f
1738609362.251284,-9,-10,6,10,-2015,7893,f
1738609362.255575,-2,-22,5,-184,-2593,8109,f
1738609362.260601,1,-16,9,-253,-2702,8154,f
1738609362.2656121,11,0,11,-217,-2409,8011,f
1738609362.270632,10,9,8,-102,-2659,7959,f
1738609362.275245,-4,18,0,-22,-1976,7800,f
1738609362.279338,-10,11,-1,-87,-1772,7667,f
1738609362.2834828,-18,-1,0,-69,-2007,7792,f
1738609362.28752,-20,-13,8,-24,-1988,7876,f
1738609362.2915468,-8,-28,10,-137,-2311,7999,f
1738609362.295708,1,-26,15,-268,-2805,8158,f
1738609362.300726,8,-6,25,-290,-2554,8069,f
1738609362.305749,9,9,22,-141,-2541,7933,f
1738609362.3103302,1,16,20,-44,-2815,7996,f
1738609362.315213,-13,20,14,-53,-1718,7708,f
1738609362.319372,-18,9,15,-79,-1965,7765,f
1738609362.323429,-23,-5,17,0,-1996,7886,f
1738609362.327536,-14,-21,17,-75,-2226,8006,f
1738609362.3325472,-1,-23,22,-249,-2820,8207,f
1738609362.337568,5,-8,23,-287,-2657,8190,f
1738609362.342591,9,8,19,-168,-2499,7991,f
1738609362.3468218,2,17,10,-47,-2784,8016,f
1738609362.351315,-15,19,-6,-13,-1710,7718,f
1738609362.355495,-19,8,-9,-72,-1861,7764,f
1738609362.35955,-19,-5,-8,-42,-1947,7857,f
1738609362.363595,-13,-20,-10,-62,-2114,7961,f
1738609362.36768,-6,-27,-8,-233,-2778,8195,f
1738609362.3727,2,-11,-2,-337,-2701,8167,f
1738609362.377722,7,9,0,-215,-2499,7968,f
1738609362.382713,2,19,-1,-124,-2780,7986,f
1738609362.387533,-21,26,-2,-18,-1624,7659,f
1738609362.391684,-29,13,-1,-65,-1769,7694,f
1738609362.395746,-30,-3,9,-19,-1844,7857,f
1738609362.400403,-19,-22,17,-55,-2083,8020,f
1738609362.4054248,-11,-28,24,-222,-2786,8291,f
1738609362.4104378,3,-11,33,-309,-2700,8245,f
1738609362.415456,10,19,32,-23,-2711,8014,f
1738609362.419511,-1,25,29,69,-2241,7917,f
1738609362.424522,-6,22,24,21,-1543,7753,f
1738609362.4295418,-14,9,18,-59,-1730,7792,f
1738609362.4337192,-15,-10,20,5,-1856,7892,f
1738609362.438739,-4,-23,15,-42,-2300,8071,f
1738609362.4437592,12,-2,17,-313,-2715,8221,f
1738609362.448779,11,18,12,-203,-2590,8014,f
1738609362.453793,-1,33,10,-24,-2792,8021,f
1738609362.4588149,-14,34,2,97,-2035,7801,f
1738609362.463338,-28,11,-3,-74,-1788,7751,f
1738609362.467863,-22,-7,0,-51,-1892,7882,f
1738609362.4729059,-6,-23,2,-139,-2619,8142,f
1738609362.4779341,5,-18,11,-329,-3006,8314,f
1738609362.482949,15,3,17,-308,-2589,8053,f
1738609362.487963,2,30,15,13,-2585,7925,f
1738609362.492984,-9,26,12,92,-1676,7651,f
1738609362.498006,-21,11,10,-21,-1606,7623,f
1738609362.503019,-24,-6,14,-30,-1767,7763,f
1738609362.507424,2,-31,19,-232,-3014,8305,f
1738609362.511567,12,-13,22,-368,-2909,8233,f
1738609362.516578,14,11,26,-242,-2599,8024,f
1738609362.521599,2,25,21,-19,-2731,7954,f
1738609362.526256,-15,29,12,111,-2050,7785,f
1738609362.531349,-33,2,5,-45,-1672,7722,f
1738609362.536361,-25,-18,12,-11,-1844,7882,f
1738609362.541383,-8,-33,12,-125,-2654,8202,f
1738609362.5464041,10,-24,17,-359,-3105,8352,f
1738609362.551446,13,22,15,-150,-2727,7970,f
1738609362.555616,-5,32,15,53,-2375,7853,f
1738609362.559699,-24,24,8,124,-1467,7624,f
1738609362.5647109,-28,6,6,1,-1506,7688,f
1738609362.5697348,-24,-16,15,-28,-1693,7851,f
1738609362.574216,-8,-33,18,-108,-2376,8150,f
1738609362.579239,25,-7,20,-423,-2863,8215,f
1738609362.583452,22,24,16,-246,-2730,8012,f
1738609362.5884612,2,37,13,35,-2558,7898,f
1738609362.593483,-19,37,5,180,-1603,7663,f
1738609362.5985012,-31,21,-2,56,-1394,7670,f
1738609362.603512,-16,-19,9,-90,-2199,8045,f
1738609362.607596,4,-25,10,-301,-3216,8447,f
1738609362.611687,21,-3,17,-391,-2977,8296,f
1738609362.6158001,20,25,19,-256,-2775,8031,f
1738609362.6206331,1,40,14,46,-2590,7944,f
1738609362.632843,-16,41,7,254,-1618,7659,f
1738609362.639832,-28,22,4,139,-1356,7614,f
1738609362.646019,-28,22,4,139,-1356,7614,f
1738609362.651048,-28,22,4,139,-1356,7614,f
1738609362.656589,-20,-28,17,-58,-2102,8005,f
1738609362.661618,3,-38,24,-265,-3224,8430,f
1738609362.666631,23,-13,31,-427,-3018,8313,f
1738609362.671169,13,38,22,-17,-2563,7910,f
1738609362.6762009,-11,37,13,228,-1503,7615,f
1738609362.6812239,-26,19,6,139,-1283,7585,f
1738609362.6862469,-27,-5,8,24,-1502,7716,f
1738609362.691255,3,-37,23,-325,-3398,8443,f
1738609362.6962628,23,-11,32,-487,-3098,8311,f
1738609362.70127,23,22,30,-312,-2870,8001,f
1738609362.706281,-1,43,25,14,-2491,7841,f
1738609362.7113469,-43,16,9,138,-1268,7569,f
1738609362.715531,-45,-8,11,17,-1459,7678,f
1738609362.720553,-28,-34,19,-116,-2536,8128,f
1738609362.725576,-4,-33,29,-399,-3500,8551,f
1738609362.730211,16,-9,38,-492,-3066,8304,f
1738609362.7353349,-14,41,30,153,-2141,7769,f
1738609362.739404,-36,31,19,265,-1182,7499,f
1738609362.7436259,-53,5,15,153,-1270,7596,f
1738609362.7476852,-48,-25,18,30,-1606,7841,f
1738609362.752716,-25,-47,26,-153,-2933,8371,f
1738609362.757739,4,-40,39,-413,-3461,8572,f
1738609362.7627609,26,-3,40,-440,-3036,8218,f
1738609362.7678,-10,41,14,236,-1646,7610,f
1738609362.772824,-37,23,-3,301,-1016,7455,f
1738609362.777847,-44,-3,-6,158,-1167,7664,f
1738609362.78286,-30,-30,-1,1,-2028,8017,f
1738609362.7873511,28,-16,18,-534,-3334,8452,f
1738609362.7923598,39,22,23,-400,-3009,8101,f
1738609362.797378,15,50,12,45,-2331,7708,f
1738609362.802185,-17,50,-2,353,-1146,7368,f
1738609362.807209,-41,-10,-3,99,-1356,7767,f
1738609362.812219,-22,-40,8,-149,-2849,8318,f
1738609362.817229,14,-32,24,-486,-3675,8632,f
1738609362.822243,40,4,32,-531,-3170,8293,f
1738609362.827338,-2,49,15,262,-1514,7446,f
1738609362.831421,-38,28,2,391,-876,7367,f
1738609362.8355808,-53,-4,0,220,-1043,7618,f
1738609362.839804,-39,-40,10,-1,-2221,8087,f
1738609362.844813,-11,-53,24,-392,-3756,8704,f
1738609362.8498209,19,-21,38,-601,-3479,8570,f
1738609362.854836,30,19,33,-356,-3109,8194,f
1738609362.8598452,-33,37,9,372,-833,7399,f
1738609362.864862,-51,4,-2,283,-872,7534,f
1738609362.869885,-47,-28,-1,98,-1691,7874,f
1738609362.874903,-22,-49,9,-256,-3485,8637,f
1738609362.8792078,39,16,32,-524,-3212,8303,f
1738609362.883596,26,50,21,-86,-2338,7790,f
1738609362.8886201,-8,50,0,360,-871,7357,f
1738609362.893631,-32,22,-15,391,-720,7457,f
1738609362.8986392,-36,-13,-13,213,-1211,7765,f
1738609362.903378,31,-30,13,-589,-3858,8796,f
1738609362.9074209,60,12,22,-605,-3410,8388,f
1738609362.9117281,51,53,17,-172,-2561,7772,f
1738609362.916739,7,57,2,353,-941,7183,f
1738609362.921761,-26,28,-14,477,-607,7247,f
1738609362.926784,-41,-15,-10,315,-1092,7599,f
1738609362.9312189,12,-46,25,-555,-3990,8811,f
1738609362.9362319,49,-3,39,-683,-3546,8455,f
1738609362.941252,47,44,35,-227,-2628,7865,f
1738609362.946272,8,53,18,318,-929,7248,f
1738609362.951326,-47,-22,-4,360,-970,7625,f
1738609362.955429,-30,-58,4,-55,-3033,8444,f
1738609362.960437,13,-53,28,-613,-4117,8851,f
1738609362.965447,51,0,39,-772,-3676,8559,f
1738609362.970475,53,46,34,-312,-2698,7944,f
1738609362.975509,-29,31,-9,540,-413,7266,f
1738609362.979593,-46,-13,-14,377,-925,7687,f
1738609362.9836211,-21,-51,-4,-80,-3286,8614,f
1738609362.988641,24,-38,18,-673,-4175,8969,f
1738609362.9936619,61,10,31,-765,-3738,8558,f
1738609362.998684,58,61,29,-257,-2390,7780,f
1738609363.00343,-28,31,-10,565,-326,7134,f
1738609363.007547,-49,-20,-9,351,-1295,7749,f
1738609363.011591,-26,-59,4,-173,-3776,8787,f
1738609363.015649,19,-41,27,-750,-4224,8940,f
1738609363.019708,59,17,44,-763,-3652,8448,f
1738609363.024728,46,60,41,-96,-1877,7573,f
1738609363.02975,7,53,18,468,-368,7076,f
1738609363.034776,-32,6,0,598,-287,7215,f
1738609363.039294,-12,-71,13,-337,-4100,8904,f
1738609363.043555,39,-35,39,-826,-4191,8832,f
1738609363.0485692,61,25,48,-673,-3403,8218,f
1738609363.0535831,37,57,37,41,-1321,7271,f
1738609363.0586061,-14,39,10,579,-141,6950,f
1738609363.063387,-56,-59,-9,189,-2641,8274,f
1738609363.0684009,-16,-64,18,-563,-4421,9056,f
1738609363.0734138,40,-11,42,-913,-4083,8776,f
1738609363.078424,55,47,46,-469,-2767,7936,f
1738609363.083206,-32,25,2,747,27,7017,f
1738609363.0872371,-56,-26,-7,574,-980,7624,f
1738609363.091548,-34,-67,4,-125,-3825,8813,f
1738609363.09701,20,-43,31,-876,-4458,9114,f
1738609363.121498,61,18,49,-886,-3828,8575,f
1738609363.1272802,52,67,43,-105,-1556,7398,f
1738609363.132308,-39,9,-4,775,-67,7078,f
1738609363.137337,-46,-47,-8,319,-2530,8224,f
1738609363.142362,-7,-62,14,-551,-4607,9134,f
1738609363.147388,62,51,47,-571,-2819,7957,f
1738609363.1523972,29,72,29,333,-358,6882,f
1738609363.157417,-19,32,0,789,166,6862,f
1738609363.1624389,-53,-32,-15,608,-1172,7608,f
1738609363.1671932,11,-45,24,-948,-4645,9104,f
1738609363.171312,55,24,44,-937,-3702,8425,f
1738609363.175373,39,72,42,-47,-1031,7108,f
1738609363.179501,-8,52,10,656,209,6756,f
1738609363.184514,-54,-6,-8,834,-265,7185,f
1738609363.189535,-56,-63,-13,180,-3338,8609,f
1738609363.19455,-14,-59,12,-720,-4763,9256,f
1738609363.199457,48,68,49,-379,-1833,7527,f
1738609363.2035332,6,65,23,509,137,6737,f
1738609363.20854,-46,9,-2,941,216,6949,f
1738609363.213562,-64,-55,-16,531,-2432,8232,f
1738609363.217676,-30,-72,2,-433,-4753,9283,f
1738609363.222705,30,-16,34,-1097,-4571,9120,f
1738609363.2277179,34,73,36,315,-123,6796,f
1738609363.232727,-20,28,0,944,463,6779,f
1738609363.237747,-52,-41,-21,761,-1642,7818,f
1738609363.242144,-31,-72,-10,-191,-4613,9162,f
1738609363.247177,66,48,38,-903,-3138,8171,f
1738609363.2521951,44,77,33,123,-311,6818,f
1738609363.257227,-13,37,0,896,561,6585,f
1738609363.262248,-59,-31,-24,869,-1135,7538,f
1738609363.266669,-48,-75,-17,1,-4425,9039,f
1738609363.2716742,48,44,41,-1082,-3483,8378,f
1738609363.276693,35,81,41,-70,-448,6896,f
1738609363.281721,-20,44,10,867,688,6529,f
1738609363.286744,-66,-26,-15,979,-832,7447,f
1738609363.2914639,-3,-42,16,-1038,-5049,9393,f
1738609363.2955709,48,41,39,-1127,-3576,8471,f
1738609363.299917,39,83,43,-130,-388,6946,f
1738609363.3049421,-15,51,14,906,817,6482,f
1738609363.309967,-62,-28,-13,1046,-772,7423,f
1738609363.314983,-55,-76,-15,166,-4464,9090,f
1738609363.319374,54,43,36,-1159,-3554,8482,f
1738609363.3234692,44,84,39,-118,-247,6873,f
1738609363.327745,-8,41,6,927,893,6422,f
1738609363.3319192,-57,-35,-24,1072,-993,7507,f
1738609363.3369422,-48,-83,-21,115,-4743,9244,f
1738609363.341963,10,-40,5,-1117,-5276,9551,f
1738609363.346987,56,47,34,-1153,-3221,8317,f
1738609363.352004,-19,38,5,1000,966,6365,f
1738609363.357026,-64,-44,-22,1072,-1565,7739,f
1738609363.362051,-48,-81,-17,-36,-5098,9418,f
1738609363.367069,13,-26,13,-1261,-5234,9514,f
1738609363.3712351,33,87,35,108,593,6468,f
1738609363.375453,-28,26,6,1184,1007,6404,f
1738609363.3795168,-66,-58,-17,993,-2453,8114,f
1738609363.3844879,-38,-78,-8,-279,-5490,9669,f
1738609363.3895009,23,-16,25,-1382,-5226,9584,f
1738609363.3945322,63,71,51,-1007,-1931,7745,f
1738609363.399513,-32,10,10,1283,889,6471,f
1738609363.404525,-58,-73,-14,879,-3356,8563,f
1738609363.409545,-17,-74,1,-615,-5801,9869,f
1738609363.414565,43,7,29,-1501,-4806,9274,f
1738609363.419619,7,63,26,734,1379,6062,f
1738609363.4236548,-54,-15,-5,1382,69,6807,f
1738609363.427974,-61,-86,-18,517,-4726,9226,f
1738609363.432998,-3,-51,2,-1077,-5845,9899,f
1738609363.4380212,52,41,30,-1480,-3696,8688,f
1738609363.443035,45,91,34,-261,550,6496,f
1738609363.44736,-61,-47,-21,1321,-1708,7684,f
1738609363.4523761,-40,-84,-19,-52,-5795,9782,f
1738609363.457398,30,-9,11,-1482,-5501,9698,f
1738609363.462419,67,81,35,-1202,-1751,7675,f
1738609363.4672298,-43,4,-3,1465,753,6319,f
1738609363.471342,-69,-78,-19,987,-4140,8786,f
1738609363.475626,-21,-66,0,-747,-6239,10080,f
1738609363.4796999,49,34,32,-1620,-4176,8971,f
1738609363.483871,49,97,46,-656,385,6543,f
1738609363.488893,-16,55,28,958,1852,5748,f
1738609363.493919,-78,-50,-7,1464,-1484,7537,f
1738609363.4989288,-62,-97,-8,218,-6005,9831,f
1738609363.503554,64,78,46,-1307,-1472,7679,f
1738609363.508576,29,89,41,124,1829,5790,f
1738609363.513603,-50,5,9,1484,960,6301,f
1738609363.518621,-74,-88,-17,1029,-4757,9172,f
1738609363.52335,59,39,27,-1668,-3932,9081,f
1738609363.527442,58,106,39,-500,1173,6210,f
1738609363.531677,-13,58,18,1125,2187,5596,f
1738609363.536688,-69,-53,-15,1588,-2204,7890,f
1738609363.541708,-40,-91,-11,10,-6669,10310,f
1738609363.546728,41,-8,14,-1569,-5787,10091,f
1738609363.5624928,24,84,36,517,2452,5421,f
1738609363.57073,24,84,36,517,2452,5421,f
1738609363.574901,24,84,36,517,2452,5421,f
1738609363.581799,-57,-13,3,1647,251,6543,f
1738609363.5868318,-65,-95,-11,750,-5919,9706,f
1738609363.591388,76,65,41,-1691,-2499,8345,f
1738609363.595458,49,102,42,-195,2193,5587,f
1738609363.599515,-41,19,14,1455,1605,5752,f
1738609363.60355,-85,-83,-10,1367,-4566,8862,f
1738609363.6075861,-22,-79,1,-611,-7171,10646,f
1738609363.611632,68,36,34,-1808,-3961,9184,f
1738609363.61664,69,106,43,-814,1659,6012,f
1738609363.62166,-24,50,20,1095,2536,5277,f
1738609363.626687,-97,-65,-14,1624,-3274,8130,f
1738609363.631333,42,0,23,-1681,-5389,10024,f
1738609363.635351,77,100,42,-1170,1085,6422,f
1738609363.639389,3,77,27,665,3182,4999,f
1738609363.643466,-88,-37,-6,1774,-1538,7273,f
1738609363.647535,-64,-101,-13,504,-7469,10588,f
1738609363.6517482,34,-26,14,-1458,-6573,10678,f
1738609363.6567612,100,90,42,-1474,15,7215,f
1738609363.6617799,32,92,30,373,3420,4870,f
1738609363.666718,-68,-12,0,1763,-23,6371,f
1738609363.671482,27,-35,16,-1364,-7087,10953,f
1738609363.675616,102,85,43,-1732,-912,7794,f
1738609363.67967,50,105,39,-56,3509,4852,f
1738609363.6837602,-69,4,1,1697,418,5984,f
1738609363.688784,-97,-89,-12,1229,-6976,9975,f
1738609363.6938071,5,-47,11,-1037,-7520,11120,f
1738609363.698817,104,79,43,-1799,-1037,8000,f
1738609363.70383,-60,10,7,1579,1124,5620,f
1738609363.708849,-108,-96,-10,1325,-7101,9980,f
1738609363.71387,-16,-66,10,-843,-8022,11471,f
1738609363.718888,98,59,40,-1870,-1451,8337,f
1738609363.723424,-60,10,1,1561,1714,5304,f
1738609363.7275,-108,-97,-14,1394,-7002,9896,f
1738609363.731568,-9,-68,7,-891,-8164,11585,f
1738609363.735641,102,56,36,-1878,-1521,8467,f
1738609363.740659,70,99,36,-416,4263,4728,f
1738609363.7456808,-67,5,0,1662,1111,5568,f
1738609363.750006,-111,-97,-14,1540,-7451,10035,f
1738609363.754246,0,-59,10,-850,-8232,11640,f
1738609363.759337,91,111,41,-457,4706,4523,f
1738609363.7634308,-50,14,3,1650,637,5650,f
1738609363.767478,-95,-89,-10,1415,-8443,10558,f
1738609363.7715552,21,-45,20,-943,-8333,11797,f
1738609363.775597,142,86,50,-1841,236,7670,f
1738609363.779913,88,110,41,-146,5118,4077,f
1738609363.7849321,-54,7,-2,1797,-137,5821,f
1738609363.789953,-85,-88,-9,1214,-8949,10788,f
1738609363.7949781,49,-24,21,-1285,-7493,11541,f
1738609363.799996,71,94,29,77,5164,3879,f
1738609363.805019,-89,-27,-13,1964,-2569,6833,f
1738609363.81004,-91,-100,-10,989,-9832,11343,f
1738609363.8145359,60,-16,27,-1479,-6291,11077,f
1738609363.819548,41,67,28,477,5164,3712,f
1738609363.823601,-104,-55,-11,1990,-4600,7889,f
1738609363.827635,-68,-100,5,381,-10329,12105,f
1738609363.832671,93,2,44,-1738,-4535,10452,f
1738609363.837693,143,94,50,-1399,4916,5067,f
1738609363.842716,-1,40,17,1084,3629,4060,f
1738609363.8474839,-29,-75,10,-119,-10031,12288,f
1738609363.852494,136,52,49,-1912,-846,8711,f
1738609363.857512,127,106,43,-1013,6180,4067,f
1738609363.862533,-48,16,-1,1515,950,5039,f
1738609363.867229,6,-48,18,-784,-9079,12272,f
1738609363.871409,143,75,44,-1962,2283,7057,f
1738609363.875461,69,86,24,-181,6403,3331,f
