time,acc_x,acc_y,acc_z,gyro_pitch,gyro_yaw,gyro_roll,vibration_status,label,person_id
2025-01-08 22:24:30.119497,162,67,-221,773,5293,-6682,1,1,0
2025-01-08 22:24:30.120758,184,71,-246,797,5252,-6659,1,1,0
2025-01-08 22:24:30.122016,184,71,-246,797,5252,-6659,1,1,0
2025-01-08 22:24:30.123277,184,71,-246,797,5252,-6659,1,1,0
2025-01-08 22:24:30.124537,201,74,-262,817,5216,-6622,1,1,0
2025-01-08 22:24:30.125801,201,74,-262,817,5216,-6622,1,1,0
2025-01-08 22:24:30.127061,201,74,-262,817,5216,-6622,1,1,0
2025-01-08 22:24:30.128313,221,72,-282,802,5226,-6613,1,1,0
2025-01-08 22:24:30.129575,221,72,-282,802,5226,-6613,1,1,0
2025-01-08 22:24:30.130836,221,72,-282,802,5226,-6613,1,1,0
2025-01-08 22:24:30.132087,243,70,-305,823,5193,-6612,1,1,0
2025-01-08 22:24:30.133349,243,70,-305,823,5193,-6612,1,1,0
2025-01-08 22:24:30.134609,243,70,-305,823,5193,-6612,1,1,0
2025-01-08 22:24:30.135860,243,70,-305,823,5193,-6612,1,1,0
2025-01-08 22:24:30.137126,257,66,-321,819,5303,-7040,1,1,0
2025-01-08 22:24:30.138386,257,66,-321,819,5303,-7040,1,1,0
2025-01-08 22:24:30.139647,257,66,-321,819,5303,-7040,1,1,0
2025-01-08 22:24:30.140907,268,49,-342,778,4609,-4907,1,1,0
2025-01-08 22:24:30.142167,268,49,-342,778,4609,-4907,1,1,0
2025-01-08 22:24:30.143416,268,49,-342,778,4609,-4907,1,1,0
2025-01-08 22:24:30.144681,290,71,-346,119,5487,-7780,1,1,0
2025-01-08 22:24:30.145940,290,71,-346,119,5487,-7780,1,1,0
2025-01-08 22:24:30.147200,290,71,-346,119,5487,-7780,1,1,0
2025-01-08 22:24:30.148451,294,25,-354,3193,5438,-8078,1,1,0
2025-01-08 22:24:30.149712,294,25,-354,3193,5438,-8078,1,1,0
2025-01-08 22:24:30.150972,294,25,-354,3193,5438,-8078,1,1,0
2025-01-08 22:24:30.152224,283,-83,-403,-353,4872,-5672,1,1,0
2025-01-08 22:24:30.153486,283,-83,-403,-353,4872,-5672,1,1,0
2025-01-08 22:24:30.154737,283,-83,-403,-353,4872,-5672,1,1,0
2025-01-08 22:24:30.155990,307,56,-349,-378,4071,-3027,1,1,0
2025-01-08 22:24:30.157253,307,56,-349,-378,4071,-3027,1,1,0
2025-01-08 22:24:30.158513,307,56,-349,-378,4071,-3027,1,1,0
2025-01-08 22:24:30.159772,307,56,-349,-378,4071,-3027,1,1,0
2025-01-08 22:24:30.161033,354,85,-339,437,5478,-8165,1,1,0
2025-01-08 22:24:30.162292,354,85,-339,437,5478,-8165,1,1,0
2025-01-08 22:24:30.163553,354,85,-339,437,5478,-8165,1,1,0
2025-01-08 22:24:30.164812,352,-32,-364,4393,5670,-9756,1,1,0
2025-01-08 22:24:30.166063,352,-32,-364,4393,5670,-9756,1,1,0
2025-01-08 22:24:30.167316,352,-32,-364,4393,5670,-9756,1,1,0
2025-01-08 22:24:30.168579,304,-233,-429,-118,4564,-5763,1,1,0
2025-01-08 22:24:30.169838,304,-233,-429,-118,4564,-5763,1,1,0
2025-01-08 22:24:30.171094,304,-233,-429,-118,4564,-5763,1,1,0
2025-01-08 22:24:30.172348,301,-14,-344,-1738,3441,-1596,1,1,0
2025-01-08 22:24:30.173610,301,-14,-344,-1738,3441,-1596,1,1,0
2025-01-08 22:24:30.174871,301,-14,-344,-1738,3441,-1596,1,1,0
2025-01-08 22:24:30.176124,354,95,-311,58,5029,-7287,1,1,0
2025-01-08 22:24:30.177386,354,95,-311,58,5029,-7287,1,1,0
2025-01-08 22:24:30.178646,354,95,-311,58,5029,-7287,1,1,0
2025-01-08 22:24:30.179964,355,-6,-332,5053,5858,-11248,1,1,0
2025-01-08 22:24:30.181221,355,-6,-332,5053,5858,-11248,1,1,0
2025-01-08 22:24:30.182480,355,-6,-332,5053,5858,-11248,1,1,0
2025-01-08 22:24:30.183741,355,-6,-332,5053,5858,-11248,1,1,0
2025-01-08 22:24:30.185001,284,-291,-424,1624,4510,-6864,1,1,0
2025-01-08 22:24:30.186262,284,-291,-424,1624,4510,-6864,1,1,0
2025-01-08 22:24:30.187532,284,-291,-424,1624,4510,-6864,1,1,0
2025-01-08 22:24:30.188776,248,-75,-343,-2524,2954,-982,1,1,0
2025-01-08 22:24:30.190035,248,-75,-343,-2524,2954,-982,1,1,0
2025-01-08 22:24:30.191295,248,-75,-343,-2524,2954,-982,1,1,0
2025-01-08 22:24:30.192545,279,114,-283,-433,4410,-5895,1,1,0
2025-01-08 22:24:30.193806,279,114,-283,-433,4410,-5895,1,1,0
2025-01-08 22:24:30.195067,279,114,-283,-433,4410,-5895,1,1,0
2025-01-08 22:24:30.196321,283,52,-295,4542,6102,-12377,1,1,0
2025-01-08 22:24:30.197582,283,52,-295,4542,6102,-12377,1,1,0
2025-01-08 22:24:30.198842,283,52,-295,4542,6102,-12377,1,1,0
2025-01-08 22:24:30.200099,283,52,-295,4542,6102,-12377,1,1,0
2025-01-08 22:24:30.201356,191,-314,-414,3124,4645,-7722,1,1,0
2025-01-08 22:24:30.202615,191,-314,-414,3124,4645,-7722,1,1,0
2025-01-08 22:24:30.203884,120,-158,-349,-3190,2785,-526,1,1,0
2025-01-08 22:24:30.205147,120,-158,-349,-3190,2785,-526,1,1,0
2025-01-08 22:24:30.206407,120,-158,-349,-3190,2785,-526,1,1,0
2025-01-08 22:24:30.207667,120,-158,-349,-3190,2785,-526,1,1,0
2025-01-08 22:24:30.208928,130,92,-268,-863,3705,-3181,1,1,0
2025-01-08 22:24:30.210188,130,92,-268,-863,3705,-3181,1,1,0
2025-01-08 22:24:30.211448,130,92,-268,-863,3705,-3181,1,1,0
2025-01-08 22:24:30.212708,142,37,-278,3999,6396,-12535,1,1,0
2025-01-08 22:24:30.213968,142,37,-278,3999,6396,-12535,1,1,0
2025-01-08 22:24:30.215229,142,37,-278,3999,6396,-12535,1,1,0
2025-01-08 22:24:30.216488,62,-367,-397,4707,5087,-8734,1,1,0
2025-01-08 22:24:30.217748,62,-367,-397,4707,5087,-8734,1,1,0
2025-01-08 22:24:30.219013,62,-367,-397,4707,5087,-8734,1,1,0
2025-01-08 22:24:30.220264,-2,-341,-369,-3178,3232,-1433,1,1,0
2025-01-08 22:24:30.221516,-2,-341,-369,-3178,3232,-1433,1,1,0
2025-01-08 22:24:30.222778,-2,-341,-369,-3178,3232,-1433,1,1,0
2025-01-08 22:24:30.224030,16,-10,-235,-1396,3469,-1698,1,1,0
2025-01-08 22:24:30.225293,16,-10,-235,-1396,3469,-1698,1,1,0
2025-01-08 22:24:30.226553,16,-10,-235,-1396,3469,-1698,1,1,0
2025-01-08 22:24:30.227805,16,-10,-235,-1396,3469,-1698,1,1,0
2025-01-08 22:24:30.229069,60,-18,-220,2566,6817,-12226,1,1,0
2025-01-08 22:24:30.230329,60,-18,-220,2566,6817,-12226,1,1,0
2025-01-08 22:24:30.231588,60,-18,-220,2566,6817,-12226,1,1,0
2025-01-08 22:24:30.232850,60,-388,-255,3745,6593,-9159,1,1,0
2025-01-08 22:24:30.234110,60,-388,-255,3745,6593,-9159,1,1,0
2025-01-08 22:24:30.235371,60,-388,-255,3745,6593,-9159,1,1,0
2025-01-08 22:24:30.236632,68,-491,-125,-3655,4286,-2078,1,1,0
2025-01-08 22:24:30.237891,68,-491,-125,-3655,4286,-2078,1,1,0
2025-01-08 22:24:30.238950,68,-491,-125,-3655,4286,-2078,1,1,0
2025-01-08 22:24:30.240202,69,-154,109,-1463,3585,-750,1,1,0
2025-01-08 22:24:30.241465,69,-154,109,-1463,3585,-750,1,1,0
2025-01-08 22:24:30.242718,69,-154,109,-1463,3585,-750,1,1,0
2025-01-08 22:24:30.243973,117,-128,184,1277,7765,-11451,1,1,0
2025-01-08 22:24:30.245236,117,-128,184,1277,7765,-11451,1,1,0
2025-01-08 22:24:30.246496,117,-128,184,1277,7765,-11451,1,1,0
2025-01-08 22:24:30.247758,117,-128,184,1277,7765,-11451,1,1,0
2025-01-08 22:24:30.249017,140,-455,119,5715,7329,-11919,1,1,0
2025-01-08 22:24:30.250278,140,-455,119,5715,7329,-11919,1,1,0
2025-01-08 22:24:30.251538,140,-455,119,5715,7329,-11919,1,1,0
2025-01-08 22:24:30.252796,92,-661,136,-2629,4752,-4307,1,1,0
2025-01-08 22:24:30.254063,92,-661,136,-2629,4752,-4307,1,1,0
2025-01-08 22:24:30.255320,92,-661,136,-2629,4752,-4307,1,1,0
2025-01-08 22:24:30.256575,65,-280,330,-3416,3025,425,1,1,0
2025-01-08 22:24:30.257831,65,-280,330,-3416,3025,425,1,1,0
2025-01-08 22:24:30.259091,65,-280,330,-3416,3025,425,1,1,0
2025-01-08 22:24:30.260344,39,-113,408,-418,5338,-10063,1,1,0
2025-01-08 22:24:30.261605,39,-113,408,-418,5338,-10063,1,1,0
2025-01-08 22:24:30.262864,39,-113,408,-418,5338,-10063,1,1,0
2025-01-08 22:24:30.264119,-114,-304,426,5408,5463,-13027,1,1,0
2025-01-08 22:24:30.265385,-114,-304,426,5408,5463,-13027,1,1,0
2025-01-08 22:24:30.266643,-114,-304,426,5408,5463,-13027,1,1,0
2025-01-08 22:24:30.267975,-291,-541,390,-1477,3998,-6423,1,1,0
2025-01-08 22:24:30.269266,-291,-541,390,-1477,3998,-6423,1,1,0
2025-01-08 22:24:30.270514,-291,-541,390,-1477,3998,-6423,1,1,0
2025-01-08 22:24:30.271769,-291,-541,390,-1477,3998,-6423,1,1,0
2025-01-08 22:24:30.273029,-364,-138,567,-4122,2653,-294,1,1,0
2025-01-08 22:24:30.274281,-364,-138,567,-4122,2653,-294,1,1,0
2025-01-08 22:24:30.275545,-364,-138,567,-4122,2653,-294,1,1,0
2025-01-08 22:24:30.276805,-336,91,651,-1199,5691,-9183,1,1,0
2025-01-08 22:24:30.278064,-336,91,651,-1199,5691,-9183,1,1,0
2025-01-08 22:24:30.279334,-336,91,651,-1199,5691,-9183,1,1,0
2025-01-08 22:24:30.280595,-329,-24,611,4532,6804,-14220,1,1,0
2025-01-08 22:24:30.281859,-329,-24,611,4532,6804,-14220,1,1,0
2025-01-08 22:24:30.283119,-329,-24,611,4532,6804,-14220,1,1,0
2025-01-08 22:24:30.284379,-405,-340,509,-304,4731,-7852,1,1,0
2025-01-08 22:24:30.285637,-405,-340,509,-304,4731,-7852,1,1,0
2025-01-08 22:24:30.286906,-405,-340,509,-304,4731,-7852,1,1,0
2025-01-08 22:24:30.288165,-435,-16,601,-4457,2664,-389,1,1,0
2025-01-08 22:24:30.289427,-435,-16,601,-4457,2664,-389,1,1,0
2025-01-08 22:24:30.290684,-435,-16,601,-4457,2664,-389,1,1,0
2025-01-08 22:24:30.292004,-375,222,676,-1568,4812,-6149,1,1,0
2025-01-08 22:24:30.293270,-375,222,676,-1568,4812,-6149,1,1,0
2025-01-08 22:24:30.294530,-375,222,676,-1568,4812,-6149,1,1,0
2025-01-08 22:24:30.295850,-375,222,676,-1568,4812,-6149,1,1,0
2025-01-08 22:24:30.297114,-316,122,623,4380,7155,-13870,1,1,0
2025-01-08 22:24:30.298385,-316,122,623,4380,7155,-13870,1,1,0
2025-01-08 22:24:30.299654,-316,122,623,4380,7155,-13870,1,1,0
2025-01-08 22:24:30.300914,-318,-274,480,1951,5532,-8537,1,1,0
2025-01-08 22:24:30.302180,-318,-274,480,1951,5532,-8537,1,1,0
2025-01-08 22:24:30.303452,-318,-274,480,1951,5532,-8537,1,1,0
2025-01-08 22:24:30.304710,-290,-95,525,-3862,3592,-860,1,1,0
2025-01-08 22:24:30.305976,-290,-95,525,-3862,3592,-860,1,1,0
2025-01-08 22:24:30.307223,-290,-95,525,-3862,3592,-860,1,1,0
2025-01-08 22:24:30.308481,-183,172,604,-1057,4451,-3978,1,1,0
2025-01-08 22:24:30.309740,-183,172,604,-1057,4451,-3978,1,1,0
2025-01-08 22:24:30.311000,-183,172,604,-1057,4451,-3978,1,1,0
2025-01-08 22:24:30.312315,-106,106,539,4372,6603,-13744,1,1,0
2025-01-08 22:24:30.313407,-106,106,539,4372,6603,-13744,1,1,0
2025-01-08 22:24:30.314664,-106,106,539,4372,6603,-13744,1,1,0
2025-01-08 22:24:30.315947,-106,106,539,4372,6603,-13744,1,1,0
2025-01-08 22:24:30.317223,-160,-289,339,5209,4744,-10025,1,1,0
2025-01-08 22:24:30.318488,-160,-289,339,5209,4744,-10025,1,1,0
2025-01-08 22:24:30.319753,-160,-289,339,5209,4744,-10025,1,1,0
2025-01-08 22:24:30.321013,-220,-253,222,-2729,2230,-1894,1,1,0
2025-01-08 22:24:30.322275,-220,-253,222,-2729,2230,-1894,1,1,0
2025-01-08 22:24:30.323538,-220,-253,222,-2729,2230,-1894,1,1,0
2025-01-08 22:24:30.324808,-198,69,189,-1077,2353,-2253,1,1,0
2025-01-08 22:24:30.326076,-198,69,189,-1077,2353,-2253,1,1,0
2025-01-08 22:24:30.327340,-198,69,189,-1077,2353,-2253,1,1,0
2025-01-08 22:24:30.328602,-133,71,41,2928,5735,-12722,1,1,0
2025-01-08 22:24:30.329874,-133,71,41,2928,5735,-12722,1,1,0
2025-01-08 22:24:30.331169,-133,71,41,2928,5735,-12722,1,1,0
2025-01-08 22:24:30.332433,-132,-298,-227,6108,4765,-10590,1,1,0
2025-01-08 22:24:30.333703,-132,-298,-227,6108,4765,-10590,1,1,0
2025-01-08 22:24:30.334963,-132,-298,-227,6108,4765,-10590,1,1,0
2025-01-08 22:24:30.336227,-134,-386,-399,-2498,2627,-2561,1,1,0
2025-01-08 22:24:30.337486,-134,-386,-399,-2498,2627,-2561,1,1,0
2025-01-08 22:24:30.338748,-134,-386,-399,-2498,2627,-2561,1,1,0
2025-01-08 22:24:30.340106,-69,-36,-399,-1782,2048,18,1,1,0
2025-01-08 22:24:30.341374,-69,-36,-399,-1782,2048,18,1,1,0
2025-01-08 22:24:30.342640,-69,-36,-399,-1782,2048,18,1,1,0
2025-01-08 22:24:30.343930,-69,-36,-399,-1782,2048,18,1,1,0
2025-01-08 22:24:30.345004,38,29,-531,2086,5634,-11190,1,1,0
2025-01-08 22:24:30.346283,38,29,-531,2086,5634,-11190,1,1,0
2025-01-08 22:24:30.347554,38,29,-531,2086,5634,-11190,1,1,0
2025-01-08 22:24:30.348821,69,-289,-754,7171,5065,-11477,1,1,0
2025-01-08 22:24:30.350090,69,-289,-754,7171,5065,-11477,1,1,0
2025-01-08 22:24:30.351358,69,-289,-754,7171,5065,-11477,1,1,0
2025-01-08 22:24:30.352623,17,-498,-904,-862,2738,-4340,1,1,0
2025-01-08 22:24:30.353887,17,-498,-904,-862,2738,-4340,1,1,0
2025-01-08 22:24:30.355154,17,-498,-904,-862,2738,-4340,1,1,0
2025-01-08 22:24:30.356426,-15,-132,-808,-2091,1898,337,1,1,0
2025-01-08 22:24:30.357685,-15,-132,-808,-2091,1898,337,1,1,0
2025-01-08 22:24:30.358949,-15,-132,-808,-2091,1898,337,1,1,0
2025-01-08 22:24:30.360217,34,-11,-812,1013,5516,-9984,1,1,0
2025-01-08 22:24:30.361485,34,-11,-812,1013,5516,-9984,1,1,0
2025-01-08 22:24:30.362757,34,-11,-812,1013,5516,-9984,1,1,0
2025-01-08 22:24:30.364021,34,-11,-812,1013,5516,-9984,1,1,0
2025-01-08 22:24:30.365299,38,-231,-881,6907,5820,-12594,1,1,0
2025-01-08 22:24:30.366564,38,-231,-881,6907,5820,-12594,1,1,0
2025-01-08 22:24:30.367828,38,-231,-881,6907,5820,-12594,1,1,0
2025-01-08 22:24:30.369095,-54,-536,-943,-21,3506,-5432,1,1,0
2025-01-08 22:24:30.370358,-54,-536,-943,-21,3506,-5432,1,1,0
2025-01-08 22:24:30.371631,-54,-536,-943,-21,3506,-5432,1,1,0
2025-01-08 22:24:30.372928,-114,-192,-751,-3138,2127,950,1,1,0
2025-01-08 22:24:30.374194,-114,-192,-751,-3138,2127,950,1,1,0
2025-01-08 22:24:30.375452,-114,-192,-751,-3138,2127,950,1,1,0
2025-01-08 22:24:30.376723,-99,-5,-643,-680,5042,-7467,1,1,0
2025-01-08 22:24:30.377988,-99,-5,-643,-680,5042,-7467,1,1,0
2025-01-08 22:24:30.379260,-99,-5,-643,-680,5042,-7467,1,1,0
2025-01-08 22:24:30.380530,-145,-156,-561,5338,6730,-13100,1,1,0
2025-01-08 22:24:30.381789,-145,-156,-561,5338,6730,-13100,1,1,0
2025-01-08 22:24:30.383059,-145,-156,-561,5338,6730,-13100,1,1,0
2025-01-08 22:24:30.384324,-259,-528,-463,136,5961,-6528,1,1,0
2025-01-08 22:24:30.385592,-259,-528,-463,136,5961,-6528,1,1,0
2025-01-08 22:24:30.386852,-259,-528,-463,136,5961,-6528,1,1,0
2025-01-08 22:24:30.388139,-292,-281,2,-5138,5915,934,1,1,0
2025-01-08 22:24:30.389399,-292,-281,2,-5138,5915,934,1,1,0
2025-01-08 22:24:30.390661,-292,-281,2,-5138,5915,934,1,1,0
2025-01-08 22:24:30.391978,-292,-281,2,-5138,5915,934,1,1,0
2025-01-08 22:24:30.393267,-261,-37,447,-2221,6700,-5503,1,1,0
2025-01-08 22:24:30.394528,-261,-37,447,-2221,6700,-5503,1,1,0
2025-01-08 22:24:30.395798,-261,-37,447,-2221,6700,-5503,1,1,0
2025-01-08 22:24:30.397116,-280,-117,605,3779,9231,-13296,1,1,0
2025-01-08 22:24:30.398388,-280,-117,605,3779,9231,-13296,1,1,0
2025-01-08 22:24:30.399707,-280,-117,605,3779,9231,-13296,1,1,0
2025-01-08 22:24:30.400979,-310,-496,581,1847,7162,-8414,1,1,0
2025-01-08 22:24:30.402239,-310,-496,581,1847,7162,-8414,1,1,0
2025-01-08 22:24:30.403504,-310,-496,581,1847,7162,-8414,1,1,0
2025-01-08 22:24:30.404770,-336,-343,686,-4375,3963,-477,1,1,0
2025-01-08 22:24:30.406036,-336,-343,686,-4375,3963,-477,1,1,0
2025-01-08 22:24:30.407295,-336,-343,686,-4375,3963,-477,1,1,0
2025-01-08 22:24:30.408565,-284,-88,751,-2017,5069,-4039,1,1,0
2025-01-08 22:24:30.409835,-284,-88,751,-2017,5069,-4039,1,1,0
2025-01-08 22:24:30.411101,-284,-88,751,-2017,5069,-4039,1,1,0
2025-01-08 22:24:30.412370,-222,-148,690,3108,7389,-13490,1,1,0
2025-01-08 22:24:30.413641,-222,-148,690,3108,7389,-13490,1,1,0
2025-01-08 22:24:30.414919,-222,-148,690,3108,7389,-13490,1,1,0
2025-01-08 22:24:30.416414,-231,-562,491,3619,5833,-10018,1,1,0
2025-01-08 22:24:30.417685,-231,-562,491,3619,5833,-10018,1,1,0
2025-01-08 22:24:30.418945,-231,-562,491,3619,5833,-10018,1,1,0
2025-01-08 22:24:30.420318,-232,-492,440,-4415,3378,-1964,1,1,0
2025-01-08 22:24:30.421586,-232,-492,440,-4415,3378,-1964,1,1,0
2025-01-08 22:24:30.422855,-232,-492,440,-4415,3378,-1964,1,1,0
2025-01-08 22:24:30.424263,-144,-145,438,-2962,3853,-2350,1,1,0
2025-01-08 22:24:30.425596,-144,-145,438,-2962,3853,-2350,1,1,0
2025-01-08 22:24:30.426864,-144,-145,438,-2962,3853,-2350,1,1,0
2025-01-08 22:24:30.428260,-15,-62,321,1409,7055,-13535,1,1,0
2025-01-08 22:24:30.429555,-15,-62,321,1409,7055,-13535,1,1,0
2025-01-08 22:24:30.430829,-15,-62,321,1409,7055,-13535,1,1,0
2025-01-08 22:24:30.432316,6,-350,98,3994,5985,-11927,1,1,0
2025-01-08 22:24:30.433596,6,-350,98,3994,5985,-11927,1,1,0
2025-01-08 22:24:30.434846,6,-350,98,3994,5985,-11927,1,1,0
2025-01-08 22:24:30.436293,-5,-338,-6,-4259,3800,-4400,1,1,0
2025-01-08 22:24:30.437574,-5,-338,-6,-4259,3800,-4400,1,1,0
2025-01-08 22:24:30.438841,-5,-338,-6,-4259,3800,-4400,1,1,0
2025-01-08 22:24:30.440226,51,64,26,-3287,3483,-1854,1,1,0
2025-01-08 22:24:30.441500,51,64,26,-3287,3483,-1854,1,1,0
2025-01-08 22:24:30.442777,51,64,26,-3287,3483,-1854,1,1,0
2025-01-08 22:24:30.444041,51,64,26,-3287,3483,-1854,1,1,0
2025-01-08 22:24:30.445315,144,166,-16,1236,6714,-12845,1,1,0
2025-01-08 22:24:30.446596,144,166,-16,1236,6714,-12845,1,1,0
2025-01-08 22:24:30.448417,144,166,-16,1236,6714,-12845,1,1,0
2025-01-08 22:24:30.449696,133,-124,-135,5939,6129,-12686,1,1,0
2025-01-08 22:24:30.450983,133,-124,-135,5939,6129,-12686,1,1,0
2025-01-08 22:24:30.452588,94,-297,-238,-2504,3775,-4511,1,1,0
2025-01-08 22:24:30.453864,94,-297,-238,-2504,3775,-4511,1,1,0
2025-01-08 22:24:30.455131,94,-297,-238,-2504,3775,-4511,1,1,0
2025-01-08 22:24:30.456407,119,63,-169,-3035,2282,400,1,1,0
2025-01-08 22:24:30.457588,119,63,-169,-3035,2282,400,1,1,0
2025-01-08 22:24:30.458862,119,63,-169,-3035,2282,400,1,1,0
2025-01-08 22:24:30.460302,162,189,-177,188,5230,-9914,1,1,0
2025-01-08 22:24:30.461608,162,189,-177,188,5230,-9914,1,1,0
2025-01-08 22:24:30.462897,162,189,-177,188,5230,-9914,1,1,0
2025-01-08 22:24:30.464250,112,-47,-249,6052,5532,-12816,1,1,0
2025-01-08 22:24:30.465469,112,-47,-249,6052,5532,-12816,1,1,0
2025-01-08 22:24:30.466735,112,-47,-249,6052,5532,-12816,1,1,0
2025-01-08 22:24:30.468001,112,-47,-249,6052,5532,-12816,1,1,0
2025-01-08 22:24:30.469287,7,-315,-332,-1322,3622,-5660,1,1,0
2025-01-08 22:24:30.470558,7,-315,-332,-1322,3622,-5660,1,1,0
2025-01-08 22:24:30.471832,7,-315,-332,-1322,3622,-5660,1,1,0
2025-01-08 22:24:30.473100,-39,7,-196,-3296,1952,818,1,1,0
2025-01-08 22:24:30.474370,-39,7,-196,-3296,1952,818,1,1,0
2025-01-08 22:24:30.475634,-39,7,-196,-3296,1952,818,1,1,0
2025-01-08 22:24:30.476896,-37,189,-114,-113,4966,-7989,1,1,0
2025-01-08 22:24:30.478168,-37,189,-114,-113,4966,-7989,1,1,0
2025-01-08 22:24:30.479445,-37,189,-114,-113,4966,-7989,1,1,0
2025-01-08 22:24:30.480710,-80,12,-120,6096,6041,-13155,1,1,0
2025-01-08 22:24:30.481972,-80,12,-120,6096,6041,-13155,1,1,0
2025-01-08 22:24:30.483230,-80,12,-120,6096,6041,-13155,1,1,0
2025-01-08 22:24:30.484494,-173,-319,-209,540,4248,-7107,1,1,0
2025-01-08 22:24:30.485758,-173,-319,-209,540,4248,-7107,1,1,0
2025-01-08 22:24:30.487022,-173,-319,-209,540,4248,-7107,1,1,0
2025-01-08 22:24:30.488292,-218,-29,-118,-3773,2038,455,1,1,0
2025-01-08 22:24:30.489561,-218,-29,-118,-3773,2038,455,1,1,0
2025-01-08 22:24:30.490827,-218,-29,-118,-3773,2038,455,1,1,0
2025-01-08 22:24:30.492238,-185,221,-36,-943,4709,-6304,1,1,0
2025-01-08 22:24:30.493508,-185,221,-36,-943,4709,-6304,1,1,0
2025-01-08 22:24:30.494773,-185,221,-36,-943,4709,-6304,1,1,0
2025-01-08 22:24:30.496079,-185,221,-36,-943,4709,-6304,1,1,0
2025-01-08 22:24:30.497367,-170,143,-34,4990,6590,-13574,1,1,0
2025-01-08 22:24:30.498635,-170,143,-34,4990,6590,-13574,1,1,0
2025-01-08 22:24:30.499900,-170,143,-34,4990,6590,-13574,1,1,0
2025-01-08 22:24:30.501162,-221,-245,-146,2000,5140,-8396,1,1,0
2025-01-08 22:24:30.502434,-221,-245,-146,2000,5140,-8396,1,1,0
2025-01-08 22:24:30.503707,-221,-245,-146,2000,5140,-8396,1,1,0
2025-01-08 22:24:30.504993,-225,-48,-91,-4078,2908,-17,1,1,0
2025-01-08 22:24:30.506265,-225,-48,-91,-4078,2908,-17,1,1,0
2025-01-08 22:24:30.507533,-225,-48,-91,-4078,2908,-17,1,1,0
2025-01-08 22:24:30.508801,-167,224,-25,-1675,4213,-3538,1,1,0
2025-01-08 22:24:30.510062,-167,224,-25,-1675,4213,-3538,1,1,0
2025-01-08 22:24:30.511331,-167,224,-25,-1675,4213,-3538,1,1,0
2025-01-08 22:24:30.512610,-126,193,-26,3662,7007,-13136,1,1,0
2025-01-08 22:24:30.513884,-126,193,-26,3662,7007,-13136,1,1,0
2025-01-08 22:24:30.515163,-126,193,-26,3662,7007,-13136,1,1,0
2025-01-08 22:24:30.516442,-158,-205,-165,3092,5925,-9541,1,1,0
2025-01-08 22:24:30.517709,-158,-205,-165,3092,5925,-9541,1,1,0
2025-01-08 22:24:30.518954,-158,-205,-165,3092,5925,-9541,1,1,0
2025-01-08 22:24:30.520301,-163,-125,-169,-4198,3646,-1629,1,1,0
2025-01-08 22:24:30.521566,-163,-125,-169,-4198,3646,-1629,1,1,0
2025-01-08 22:24:30.522830,-163,-125,-169,-4198,3646,-1629,1,1,0
2025-01-08 22:24:30.524255,-91,198,-87,-2095,4191,-2223,1,1,0
2025-01-08 22:24:30.525521,-91,198,-87,-2095,4191,-2223,1,1,0
2025-01-08 22:24:30.526779,-91,198,-87,-2095,4191,-2223,1,1,0
2025-01-08 22:24:30.528347,-16,213,-84,2810,7110,-12984,1,1,0
2025-01-08 22:24:30.529622,-16,213,-84,2810,7110,-12984,1,1,0
2025-01-08 22:24:30.530920,-16,213,-84,2810,7110,-12984,1,1,0
2025-01-08 22:24:30.532198,-44,-154,-198,4818,6431,-11014,1,1,0
2025-01-08 22:24:30.533462,-44,-154,-198,4818,6431,-11014,1,1,0
2025-01-08 22:24:30.534727,-44,-154,-198,4818,6431,-11014,1,1,0
2025-01-08 22:24:30.535992,-44,-154,-198,4818,6431,-11014,1,1,0
2025-01-08 22:24:30.537255,-50,-233,-244,-3540,4255,-3416,1,1,0
2025-01-08 22:24:30.538518,-50,-233,-244,-3540,4255,-3416,1,1,0
2025-01-08 22:24:30.539789,-50,-233,-244,-3540,4255,-3416,1,1,0
2025-01-08 22:24:30.541065,9,116,-137,-2565,3643,-406,1,1,0
2025-01-08 22:24:30.542322,9,116,-137,-2565,3643,-406,1,1,0
2025-01-08 22:24:30.543603,9,116,-137,-2565,3643,-406,1,1,0
2025-01-08 22:24:30.544864,104,199,-98,1449,7017,-11455,1,1,0
2025-01-08 22:24:30.546137,104,199,-98,1449,7017,-11455,1,1,0
2025-01-08 22:24:30.547409,104,199,-98,1449,7017,-11455,1,1,0
2025-01-08 22:24:30.548682,95,-98,-178,6001,6824,-12255,1,1,0
2025-01-08 22:24:30.549940,95,-98,-178,6001,6824,-12255,1,1,0
2025-01-08 22:24:30.551217,95,-98,-178,6001,6824,-12255,1,1,0
2025-01-08 22:24:30.552503,71,-296,-266,-2236,4684,-4544,1,1,0
2025-01-08 22:24:30.553779,71,-296,-266,-2236,4684,-4544,1,1,0
2025-01-08 22:24:30.555040,71,-296,-266,-2236,4684,-4544,1,1,0
2025-01-08 22:24:30.556304,101,46,-163,-2704,3135,636,1,1,0
2025-01-08 22:24:30.557564,101,46,-163,-2704,3135,636,1,1,0
2025-01-08 22:24:30.558824,101,46,-163,-2704,3135,636,1,1,0
2025-01-08 22:24:30.560111,176,163,-107,286,6223,-9269,1,1,0
2025-01-08 22:24:30.561372,176,163,-107,286,6223,-9269,1,1,0
2025-01-08 22:24:30.562643,176,163,-107,286,6223,-9269,1,1,0
2025-01-08 22:24:30.563921,176,163,-107,286,6223,-9269,1,1,0
